date_mesure,niveau_nappe_eau,profondeur_nappe,mode_obtention,code_producteur
2017-08-29,135.64,5.89,Valeur mesurée,40494388800036
2017-09-05,135.66,5.87,Valeur mesurée,40494388800036
2017-09-12,135.67,5.86,Valeur mesurée,40494388800036
2017-09-19,135.69,5.84,Valeur mesurée,40494388800036
2017-09-26,135.68,5.85,Valeur mesurée,40494388800036
2017-10-03,135.71,5.82,Valeur mesurée,40494388800036
2017-10-10,135.69,5.84,Valeur mesurée,40494388800036
2017-10-17,135.67,5.86,Valeur mesurée,40494388800036
2017-10-24,135.67,5.86,Valeur mesurée,40494388800036
2017-10-31,135.67,5.86,Valeur mesurée,40494388800036
2017-11-07,135.69,5.84,Valeur mesurée,40494388800036
2017-11-14,135.76,5.77,Valeur mesurée,40494388800036
2017-11-21,135.75,5.78,Valeur mesurée,40494388800036
2017-11-28,135.76,5.77,Valeur mesurée,40494388800036
2017-12-05,135.74,5.79,Valeur mesurée,40494388800036
2017-12-12,135.77,5.76,Valeur mesurée,40494388800036
2017-12-19,135.76,5.77,Valeur mesurée,40494388800036
2017-12-27,135.75,5.78,Valeur mesurée,40494388800036
2018-01-02,135.76,5.77,Valeur mesurée,40494388800036
2018-01-09,135.88,5.65,Valeur mesurée,40494388800036
2018-01-16,135.79,5.74,Valeur mesurée,40494388800036
2018-01-23,136.01,5.52,Valeur mesurée,40494388800036
2018-01-30,135.91,5.62,Valeur mesurée,40494388800036
2018-02-06,135.85,5.68,Valeur mesurée,40494388800036
2018-02-13,135.79,5.74,Valeur mesurée,40494388800036
2018-02-20,135.78,5.75,Valeur mesurée,40494388800036
2018-02-27,135.76,5.77,Valeur mesurée,40494388800036
2018-03-06,135.73,5.8,Valeur mesurée,40494388800036
2018-03-13,135.73,5.8,Valeur mesurée,40494388800036
2018-03-20,135.72,5.81,Valeur mesurée,40494388800036
2018-03-27,135.71,5.82,Valeur mesurée,40494388800036
2018-04-03,135.72,5.81,Valeur mesurée,40494388800036
2018-04-10,135.72,5.81,Valeur mesurée,40494388800036
2018-04-17,135.7,5.83,Valeur mesurée,40494388800036
2018-04-24,135.68,5.85,Valeur mesurée,40494388800036
2018-05-01,135.68,5.85,Valeur mesurée,40494388800036
2018-05-08,135.66,5.87,Valeur mesurée,40494388800036
2018-05-15,135.73,5.8,Valeur mesurée,40494388800036
2018-05-22,135.71,5.82,Valeur mesurée,40494388800036
2018-05-29,135.69,5.84,Valeur mesurée,40494388800036
2018-06-05,135.73,5.8,Valeur mesurée,40494388800036
2018-06-12,135.73,5.8,Valeur mesurée,40494388800036
2018-06-19,135.75,5.78,Valeur mesurée,40494388800036
2018-06-26,135.7,5.83,Valeur mesurée,40494388800036
2018-07-03,135.66,5.87,Valeur mesurée,40494388800036
2018-07-10,135.69,5.84,Valeur mesurée,40494388800036
2018-07-17,135.67,5.86,Valeur mesurée,40494388800036
2018-07-24,135.66,5.87,Valeur mesurée,40494388800036
2018-07-31,135.63,5.9,Valeur mesurée,40494388800036
2018-08-06,135.61,5.92,Valeur mesurée,40494388800036
2018-08-14,135.65,5.88,Valeur mesurée,40494388800036
2018-08-21,135.71,5.82,Valeur mesurée,40494388800036
2018-08-28,135.69,5.84,Valeur mesurée,40494388800036
2018-09-04,135.7,5.83,Valeur mesurée,40494388800036
2018-09-11,135.68,5.85,Valeur mesurée,40494388800036
2018-09-18,135.68,5.85,Valeur mesurée,40494388800036
2018-09-25,135.71,5.82,Valeur mesurée,40494388800036
2018-10-02,135.69,5.84,Valeur mesurée,40494388800036
2018-10-09,135.67,5.86,Valeur mesurée,40494388800036
2018-10-16,135.66,5.87,Valeur mesurée,40494388800036
2018-10-23,135.66,5.87,Valeur mesurée,40494388800036
2018-10-30,135.64,5.89,Valeur mesurée,40494388800036
2018-11-06,135.64,5.89,Valeur mesurée,40494388800036
2018-11-13,135.63,5.9,Valeur mesurée,40494388800036
2018-11-20,135.61,5.92,Valeur mesurée,40494388800036
2018-11-27,135.61,5.92,Valeur mesurée,40494388800036
2018-12-04,135.63,5.9,Valeur mesurée,40494388800036
2018-12-11,135.65,5.88,Valeur mesurée,40494388800036
2018-12-18,135.65,5.88,Valeur mesurée,40494388800036
2018-12-25,135.74,5.79,Valeur mesurée,40494388800036
2019-01-01,135.72,5.81,Valeur mesurée,40494388800036
2019-01-08,135.71,5.82,Valeur mesurée,40494388800036
2019-01-15,135.75,5.78,Valeur mesurée,40494388800036
2019-01-22,135.72,5.81,Valeur mesurée,40494388800036
2019-01-29,135.69,5.84,Valeur mesurée,40494388800036
2019-02-05,135.7,5.83,Valeur mesurée,40494388800036
2019-02-12,135.7,5.83,Valeur mesurée,40494388800036
2019-02-19,135.69,5.84,Valeur mesurée,40494388800036
2019-02-26,135.67,5.86,Valeur mesurée,40494388800036
2019-03-05,135.67,5.86,Valeur mesurée,40494388800036
2019-03-12,135.69,5.84,Valeur mesurée,40494388800036
2019-03-20,135.75,5.78,Valeur mesurée,40494388800036
2019-03-26,135.72,5.81,Valeur mesurée,40494388800036
2019-04-02,135.7,5.83,Valeur mesurée,40494388800036
2019-04-09,135.73,5.8,Valeur mesurée,40494388800036
2019-04-16,135.71,5.82,Valeur mesurée,40494388800036
2019-04-23,135.69,5.84,Valeur mesurée,40494388800036
2019-04-30,135.72,5.81,Valeur mesurée,40494388800036
2019-05-07,135.74,5.79,Valeur mesurée,40494388800036
2019-05-14,135.74,5.79,Valeur mesurée,40494388800036
2019-05-21,135.79,5.74,Valeur mesurée,40494388800036
2019-05-28,135.76,5.77,Valeur mesurée,40494388800036
2019-06-04,135.76,5.77,Valeur mesurée,40494388800036
2019-06-11,135.75,5.78,Valeur mesurée,40494388800036
2019-06-18,135.78,5.75,Valeur mesurée,40494388800036
2019-06-25,135.74,5.79,Valeur mesurée,40494388800036
2019-07-02,135.7,5.83,Valeur mesurée,40494388800036
2019-07-09,135.7,5.83,Valeur mesurée,40494388800036
2019-07-16,135.71,5.82,Valeur mesurée,40494388800036
2019-07-23,135.68,5.85,Valeur mesurée,40494388800036
2019-07-30,135.68,5.85,Valeur mesurée,40494388800036
2019-08-06,135.66,5.87,Valeur mesurée,40494388800036
2019-08-13,135.73,5.8,Valeur mesurée,40494388800036
2019-08-20,135.7,5.83,Valeur mesurée,40494388800036
2019-08-27,135.71,5.82,Valeur mesurée,40494388800036
2019-09-03,135.69,5.84,Valeur mesurée,40494388800036
2019-09-12,135.68,5.85,Valeur mesurée,40494388800036
2019-09-17,135.66,5.87,Valeur mesurée,40494388800036
2019-09-24,135.66,5.87,Valeur mesurée,40494388800036
2019-10-01,135.64,5.89,Valeur mesurée,40494388800036
2019-10-08,135.66,5.87,Valeur mesurée,40494388800036
2019-10-15,135.68,5.85,Valeur mesurée,40494388800036
2019-10-22,135.72,5.81,Valeur mesurée,40494388800036
2019-10-29,135.71,5.82,Valeur mesurée,40494388800036
2019-11-05,135.73,5.8,Valeur mesurée,40494388800036
2019-11-12,135.73,5.8,Valeur mesurée,40494388800036
2019-11-19,135.71,5.82,Valeur mesurée,40494388800036
2019-11-26,135.68,5.85,Valeur mesurée,40494388800036
2019-12-03,135.7,5.83,Valeur mesurée,40494388800036
2019-12-10,135.69,5.84,Valeur mesurée,40494388800036
2019-12-17,135.74,5.79,Valeur mesurée,40494388800036
2019-12-24,135.76,5.77,Valeur mesurée,40494388800036
2019-12-31,135.75,5.78,Valeur mesurée,40494388800036
2020-01-07,135.72,5.81,Valeur mesurée,40494388800036
2020-01-14,135.71,5.82,Valeur mesurée,40494388800036
2020-02-04,135.82,5.71,Valeur mesurée,40494388800036
2020-02-11,135.78,5.75,Valeur mesurée,40494388800036
2020-02-18,135.76,5.77,Valeur mesurée,40494388800036
2020-02-25,135.77,5.76,Valeur mesurée,40494388800036
2020-03-03,135.81,5.72,Valeur mesurée,40494388800036
2020-03-10,135.88,5.65,Valeur mesurée,40494388800036
2020-03-17,135.83,5.7,Valeur mesurée,40494388800036
2020-03-24,135.79,5.74,Valeur mesurée,40494388800036
2020-03-31,135.74,5.79,Valeur mesurée,40494388800036
2020-04-07,135.73,5.8,Valeur mesurée,40494388800036
2020-04-14,135.71,5.82,Valeur mesurée,40494388800036
2020-04-21,135.7,5.83,Valeur mesurée,40494388800036
2020-04-28,135.7,5.83,Valeur mesurée,40494388800036
2020-05-05,135.74,5.79,Valeur mesurée,40494388800036
2020-05-12,135.76,5.77,Valeur mesurée,40494388800036
2020-05-19,135.71,5.82,Valeur mesurée,40494388800036
2020-05-26,135.7,5.83,Valeur mesurée,40494388800036
2020-06-02,135.7,5.83,Valeur mesurée,40494388800036
2020-06-09,135.75,5.78,Valeur mesurée,40494388800036
2020-06-16,135.73,5.8,Valeur mesurée,40494388800036
2020-06-23,135.75,5.78,Valeur mesurée,40494388800036
2020-06-30,135.75,5.78,Valeur mesurée,40494388800036
2020-07-07,135.72,5.81,Valeur mesurée,40494388800036
2020-07-15,135.7,5.83,Valeur mesurée,40494388800036
2020-07-21,135.71,5.82,Valeur mesurée,40494388800036
2020-07-28,135.68,5.85,Valeur mesurée,40494388800036
2020-08-04,135.66,5.87,Valeur mesurée,40494388800036
2020-08-11,135.63,5.9,Valeur mesurée,40494388800036
2020-08-18,135.66,5.87,Valeur mesurée,40494388800036
2020-08-25,135.67,5.86,Valeur mesurée,40494388800036
2020-09-01,135.73,5.8,Valeur mesurée,40494388800036
2020-09-29,135.7,5.83,Valeur mesurée,40494388800036
2020-10-06,135.7,5.83,Valeur mesurée,40494388800036
2020-10-13,135.7,5.83,Valeur mesurée,40494388800036
2020-10-20,135.7,5.83,Valeur mesurée,40494388800036
2020-10-27,135.73,5.8,Valeur mesurée,40494388800036
2020-11-03,135.69,5.84,Valeur mesurée,40494388800036
2020-11-10,135.67,5.86,Valeur mesurée,40494388800036
2020-11-17,135.64,5.89,Valeur mesurée,40494388800036
2020-11-24,135.58,5.95,Valeur mesurée,40494388800036
2020-12-01,135.55,5.98,Valeur mesurée,40494388800036
2020-12-08,135.56,5.97,Valeur mesurée,40494388800036
2020-12-15,135.56,5.97,Valeur mesurée,40494388800036
2020-12-22,135.61,5.92,Valeur mesurée,40494388800036
2020-12-30,135.69,5.84,Valeur mesurée,40494388800036
2021-01-05,135.67,5.86,Valeur mesurée,40494388800036
2021-01-12,135.64,5.89,Valeur mesurée,40494388800036
2021-01-19,135.71,5.82,Valeur mesurée,40494388800036
2021-01-26,135.77,5.76,Valeur mesurée,40494388800036
2021-02-02,135.89,5.64,Valeur mesurée,40494388800036
2021-02-09,135.9,5.63,Valeur mesurée,40494388800036
2021-02-16,135.79,5.74,Valeur mesurée,40494388800036
2021-02-23,135.75,5.78,Valeur mesurée,40494388800036
2021-03-02,135.73,5.8,Valeur mesurée,40494388800036
2021-03-09,135.71,5.82,Valeur mesurée,40494388800036
2021-03-16,135.72,5.81,Valeur mesurée,40494388800036
2021-03-23,135.71,5.82,Valeur mesurée,40494388800036
2021-03-30,135.73,5.8,Valeur mesurée,40494388800036
2021-04-06,135.71,5.82,Valeur mesurée,40494388800036
2021-04-13,135.73,5.8,Valeur mesurée,40494388800036
2021-04-20,135.69,5.84,Valeur mesurée,40494388800036
2021-04-27,135.7,5.83,Valeur mesurée,40494388800036
2021-05-04,135.71,5.82,Valeur mesurée,40494388800036
2021-05-11,135.77,5.76,Valeur mesurée,40494388800036
2021-05-18,135.8,5.73,Valeur mesurée,40494388800036
2021-05-25,135.81,5.72,Valeur mesurée,40494388800036
2021-06-01,135.78,5.75,Valeur mesurée,40494388800036
2021-06-08,135.81,5.72,Valeur mesurée,40494388800036
2021-06-15,135.75,5.78,Valeur mesurée,40494388800036
2021-06-22,135.74,5.79,Valeur mesurée,40494388800036
2021-06-29,135.78,5.75,Valeur mesurée,40494388800036
2021-07-06,135.83,5.7,Valeur mesurée,40494388800036
2021-07-13,135.83,5.7,Valeur mesurée,40494388800036
2021-07-20,135.92,5.61,Valeur mesurée,40494388800036
2021-07-27,135.84,5.69,Valeur mesurée,40494388800036
2021-08-03,135.85,5.68,Valeur mesurée,40494388800036
2021-08-10,135.81,5.72,Valeur mesurée,40494388800036
2021-08-17,135.79,5.74,Valeur mesurée,40494388800036
2021-08-24,135.8,5.73,Valeur mesurée,40494388800036
2021-08-31,135.78,5.75,Valeur mesurée,40494388800036
2021-09-07,135.76,5.77,Valeur mesurée,40494388800036
2021-09-14,135.76,5.77,Valeur mesurée,40494388800036
2021-09-21,135.75,5.78,Valeur mesurée,40494388800036
2021-09-28,135.72,5.81,Valeur mesurée,40494388800036
2021-10-05,135.73,5.8,Valeur mesurée,40494388800036
2021-10-12,135.71,5.82,Valeur mesurée,40494388800036
2021-10-19,135.66,5.87,Valeur mesurée,40494388800036
2021-10-26,135.67,5.86,Valeur mesurée,40494388800036
2021-11-02,135.72,5.81,Valeur mesurée,40494388800036
2021-11-09,135.72,5.81,Valeur mesurée,40494388800036
2021-11-16,135.72,5.81,Valeur mesurée,40494388800036
2021-11-23,135.71,5.82,Valeur mesurée,40494388800036
2021-11-30,135.69,5.84,Valeur mesurée,40494388800036
2021-12-07,135.73,5.8,Valeur mesurée,40494388800036
2021-12-14,135.74,5.79,Valeur mesurée,40494388800036
2021-12-21,135.73,5.8,Valeur mesurée,40494388800036
2021-12-28,135.75,5.78,Valeur mesurée,40494388800036
2022-01-04,135.81,5.72,Valeur mesurée,40494388800036
2022-01-11,135.82,5.71,Valeur mesurée,40494388800036
2022-01-18,135.74,5.79,Valeur mesurée,40494388800036
2022-01-25,135.72,5.81,Valeur mesurée,40494388800036
2022-02-01,135.71,5.82,Valeur mesurée,40494388800036
2022-02-08,135.76,5.77,Valeur mesurée,40494388800036
2022-02-15,135.74,5.79,Valeur mesurée,40494388800036
2022-02-22,135.76,5.77,Valeur mesurée,40494388800036
