date_mesure,niveau_nappe_eau,profondeur_nappe,mode_obtention,code_producteur
1988-06-16,135.69,5.81,Valeur mesurée,40494388800036
1988-10-21,135.72,5.78,Valeur mesurée,40494388800036
1988-11-04,135.7,5.8,Valeur mesurée,40494388800036
1988-11-18,135.65,5.85,Valeur mesurée,40494388800036
1988-12-19,135.85,5.65,Valeur mesurée,40494388800036
1989-01-06,135.78,5.72,Valeur mesurée,40494388800036
1989-01-20,135.71,5.79,Valeur mesurée,40494388800036
1989-02-07,135.68,5.82,Valeur mesurée,40494388800036
1989-02-14,135.67,5.83,Valeur mesurée,40494388800036
1989-03-02,135.75,5.75,Valeur mesurée,40494388800036
1989-03-16,135.74,5.76,Valeur mesurée,40494388800036
1989-04-10,135.8,5.7,Valeur mesurée,40494388800036
1989-04-24,135.85,5.65,Valeur mesurée,40494388800036
1989-05-05,135.79,5.71,Valeur mesurée,40494388800036
1989-05-19,135.74,5.76,Valeur mesurée,40494388800036
1989-06-02,135.64,5.86,Valeur mesurée,40494388800036
1989-06-16,135.6,5.9,Valeur mesurée,40494388800036
1989-06-30,135.6,5.9,Valeur mesurée,40494388800036
1989-07-14,135.64,5.86,Valeur mesurée,40494388800036
1989-08-16,135.59,5.91,Valeur mesurée,40494388800036
1989-09-15,135.58,5.92,Valeur mesurée,40494388800036
1989-09-29,135.57,5.93,Valeur mesurée,40494388800036
1989-10-11,135.6,5.9,Valeur mesurée,40494388800036
1989-11-01,135.6,5.9,Valeur mesurée,40494388800036
1990-01-17,135.56,5.94,Valeur mesurée,40494388800036
1990-02-28,135.85,5.65,Valeur mesurée,40494388800036
1990-03-05,135.72,5.78,Valeur mesurée,40494388800036
1990-03-12,135.77,5.73,Valeur mesurée,40494388800036
1990-03-19,135.66,5.84,Valeur mesurée,40494388800036
1990-03-26,135.71,5.79,Valeur mesurée,40494388800036
1990-04-02,135.69,5.81,Valeur mesurée,40494388800036
1990-04-09,135.65,5.85,Valeur mesurée,40494388800036
1990-04-16,135.68,5.82,Valeur mesurée,40494388800036
1990-04-23,135.67,5.83,Valeur mesurée,40494388800036
1990-04-30,135.65,5.85,Valeur mesurée,40494388800036
1990-05-07,135.65,5.85,Valeur mesurée,40494388800036
1990-05-14,135.65,5.85,Valeur mesurée,40494388800036
1990-05-21,135.63,5.87,Valeur mesurée,40494388800036
1990-05-28,135.61,5.89,Valeur mesurée,40494388800036
1990-06-04,135.6,5.9,Valeur mesurée,40494388800036
1990-06-11,135.61,5.89,Valeur mesurée,40494388800036
1990-06-18,135.66,5.84,Valeur mesurée,40494388800036
1990-06-25,135.65,5.85,Valeur mesurée,40494388800036
1990-07-02,135.65,5.85,Valeur mesurée,40494388800036
1990-07-09,135.68,5.82,Valeur mesurée,40494388800036
1990-07-16,135.64,5.86,Valeur mesurée,40494388800036
1990-07-23,135.6,5.9,Valeur mesurée,40494388800036
1990-07-30,135.55,5.95,Valeur mesurée,40494388800036
1990-08-06,135.53,5.97,Valeur mesurée,40494388800036
1990-08-13,135.48,6.02,Valeur mesurée,40494388800036
1990-08-20,135.5,6.0,Valeur mesurée,40494388800036
1990-08-27,135.49,6.01,Valeur mesurée,40494388800036
1990-09-03,135.49,6.01,Valeur mesurée,40494388800036
1990-09-10,135.49,6.01,Valeur mesurée,40494388800036
1990-09-17,135.51,5.99,Valeur mesurée,40494388800036
1990-09-24,135.54,5.96,Valeur mesurée,40494388800036
1990-10-01,135.54,5.96,Valeur mesurée,40494388800036
1990-10-08,135.56,5.94,Valeur mesurée,40494388800036
1990-10-15,135.55,5.95,Valeur mesurée,40494388800036
1990-10-22,135.53,5.97,Valeur mesurée,40494388800036
1990-10-29,135.52,5.98,Valeur mesurée,40494388800036
1990-11-05,135.62,5.88,Valeur mesurée,40494388800036
1990-11-12,135.61,5.89,Valeur mesurée,40494388800036
1990-11-19,135.63,5.87,Valeur mesurée,40494388800036
1990-11-26,135.72,5.78,Valeur mesurée,40494388800036
1990-12-03,135.66,5.84,Valeur mesurée,40494388800036
1990-12-10,135.63,5.87,Valeur mesurée,40494388800036
1990-12-17,135.6,5.9,Valeur mesurée,40494388800036
1990-12-24,135.63,5.87,Valeur mesurée,40494388800036
1990-12-31,135.77,5.73,Valeur mesurée,40494388800036
1991-01-07,135.8,5.7,Valeur mesurée,40494388800036
1991-01-14,135.75,5.75,Valeur mesurée,40494388800036
1991-01-21,135.73,5.77,Valeur mesurée,40494388800036
1991-01-28,135.67,5.83,Valeur mesurée,40494388800036
1991-02-04,135.64,5.86,Valeur mesurée,40494388800036
1991-02-11,135.64,5.86,Valeur mesurée,40494388800036
1991-02-18,135.63,5.87,Valeur mesurée,40494388800036
1991-02-25,135.63,5.87,Valeur mesurée,40494388800036
1991-03-04,135.56,5.94,Valeur mesurée,40494388800036
1991-03-11,135.58,5.92,Valeur mesurée,40494388800036
1991-03-18,135.62,5.88,Valeur mesurée,40494388800036
1991-03-25,135.68,5.82,Valeur mesurée,40494388800036
1991-04-01,135.67,5.83,Valeur mesurée,40494388800036
1991-04-08,135.65,5.85,Valeur mesurée,40494388800036
1991-04-15,135.62,5.88,Valeur mesurée,40494388800036
1991-04-22,135.6,5.9,Valeur mesurée,40494388800036
1991-04-29,135.6,5.9,Valeur mesurée,40494388800036
1991-05-06,135.63,5.87,Valeur mesurée,40494388800036
1991-05-13,135.63,5.87,Valeur mesurée,40494388800036
1991-05-20,135.65,5.85,Valeur mesurée,40494388800036
1991-05-27,135.63,5.87,Valeur mesurée,40494388800036
1991-06-03,135.59,5.91,Valeur mesurée,40494388800036
1991-06-10,135.61,5.89,Valeur mesurée,40494388800036
1991-06-17,135.58,5.92,Valeur mesurée,40494388800036
1991-06-24,135.62,5.88,Valeur mesurée,40494388800036
1991-07-01,135.62,5.88,Valeur mesurée,40494388800036
1991-07-08,135.56,5.94,Valeur mesurée,40494388800036
1991-07-15,135.57,5.93,Valeur mesurée,40494388800036
1991-07-22,135.58,5.92,Valeur mesurée,40494388800036
1991-07-29,135.59,5.91,Valeur mesurée,40494388800036
1991-08-05,135.56,5.94,Valeur mesurée,40494388800036
1991-08-12,135.54,5.96,Valeur mesurée,40494388800036
1991-08-19,135.54,5.96,Valeur mesurée,40494388800036
1991-08-26,135.53,5.97,Valeur mesurée,40494388800036
1991-09-02,135.53,5.97,Valeur mesurée,40494388800036
1991-09-09,135.53,5.97,Valeur mesurée,40494388800036
1991-09-16,135.52,5.98,Valeur mesurée,40494388800036
1991-09-23,135.52,5.98,Valeur mesurée,40494388800036
1991-09-30,135.52,5.98,Valeur mesurée,40494388800036
1991-10-07,135.61,5.89,Valeur mesurée,40494388800036
1991-10-14,135.64,5.86,Valeur mesurée,40494388800036
1991-10-21,135.63,5.87,Valeur mesurée,40494388800036
1991-10-28,135.62,5.88,Valeur mesurée,40494388800036
1991-11-04,135.61,5.89,Valeur mesurée,40494388800036
1991-11-11,135.62,5.88,Valeur mesurée,40494388800036
1991-11-18,135.69,5.81,Valeur mesurée,40494388800036
1991-11-25,135.66,5.84,Valeur mesurée,40494388800036
1991-12-02,135.62,5.88,Valeur mesurée,40494388800036
1991-12-09,135.6,5.9,Valeur mesurée,40494388800036
1991-12-16,135.62,5.88,Valeur mesurée,40494388800036
1991-12-23,135.9,5.6,Valeur mesurée,40494388800036
1991-12-30,135.83,5.67,Valeur mesurée,40494388800036
1992-01-06,135.75,5.75,Valeur mesurée,40494388800036
1992-01-13,135.77,5.73,Valeur mesurée,40494388800036
1992-01-20,135.7,5.8,Valeur mesurée,40494388800036
1992-01-27,135.67,5.83,Valeur mesurée,40494388800036
1992-02-03,135.66,5.84,Valeur mesurée,40494388800036
1992-02-10,135.7,5.8,Valeur mesurée,40494388800036
1992-02-17,135.73,5.77,Valeur mesurée,40494388800036
1992-02-24,135.68,5.82,Valeur mesurée,40494388800036
1992-03-02,135.63,5.87,Valeur mesurée,40494388800036
1992-03-09,135.61,5.89,Valeur mesurée,40494388800036
1992-03-16,135.69,5.81,Valeur mesurée,40494388800036
1992-03-23,135.7,5.8,Valeur mesurée,40494388800036
1992-03-30,135.78,5.72,Valeur mesurée,40494388800036
1992-04-06,135.73,5.77,Valeur mesurée,40494388800036
1992-04-13,135.69,5.81,Valeur mesurée,40494388800036
1992-04-20,135.69,5.81,Valeur mesurée,40494388800036
1992-04-27,135.66,5.84,Valeur mesurée,40494388800036
1992-05-04,135.65,5.85,Valeur mesurée,40494388800036
1992-05-11,135.62,5.88,Valeur mesurée,40494388800036
1992-05-18,135.58,5.92,Valeur mesurée,40494388800036
1992-05-25,135.57,5.93,Valeur mesurée,40494388800036
1992-06-01,135.57,5.93,Valeur mesurée,40494388800036
1992-06-08,135.62,5.88,Valeur mesurée,40494388800036
1992-06-15,135.6,5.9,Valeur mesurée,40494388800036
1992-06-22,135.54,5.96,Valeur mesurée,40494388800036
1992-06-29,135.6,5.9,Valeur mesurée,40494388800036
1992-07-06,135.55,5.95,Valeur mesurée,40494388800036
1992-07-13,135.59,5.91,Valeur mesurée,40494388800036
1992-07-20,135.54,5.96,Valeur mesurée,40494388800036
1992-07-27,135.52,5.98,Valeur mesurée,40494388800036
1992-08-03,135.5,6.0,Valeur mesurée,40494388800036
1992-08-10,135.49,6.01,Valeur mesurée,40494388800036
1992-08-17,135.48,6.02,Valeur mesurée,40494388800036
1992-08-24,135.49,6.01,Valeur mesurée,40494388800036
1992-08-31,135.5,6.0,Valeur mesurée,40494388800036
1992-09-07,135.57,5.93,Valeur mesurée,40494388800036
1992-09-14,135.54,5.96,Valeur mesurée,40494388800036
1992-09-21,135.52,5.98,Valeur mesurée,40494388800036
1992-09-28,135.49,6.01,Valeur mesurée,40494388800036
1992-10-05,135.5,6.0,Valeur mesurée,40494388800036
1992-10-12,135.52,5.98,Valeur mesurée,40494388800036
1992-10-19,135.5,6.0,Valeur mesurée,40494388800036
1992-10-26,135.55,5.95,Valeur mesurée,40494388800036
1992-11-02,135.6,5.9,Valeur mesurée,40494388800036
1992-11-09,135.56,5.94,Valeur mesurée,40494388800036
1992-11-16,135.66,5.84,Valeur mesurée,40494388800036
1992-11-23,135.7,5.8,Valeur mesurée,40494388800036
1992-11-30,135.7,5.8,Valeur mesurée,40494388800036
1992-12-07,135.72,5.78,Valeur mesurée,40494388800036
1992-12-14,135.68,5.82,Valeur mesurée,40494388800036
1992-12-21,135.65,5.85,Valeur mesurée,40494388800036
1992-12-28,135.62,5.88,Valeur mesurée,40494388800036
1993-01-04,135.58,5.92,Valeur mesurée,40494388800036
1993-01-11,135.56,5.94,Valeur mesurée,40494388800036
1993-01-18,135.59,5.91,Valeur mesurée,40494388800036
1993-01-25,135.58,5.92,Valeur mesurée,40494388800036
1993-02-01,135.62,5.88,Valeur mesurée,40494388800036
1993-02-08,135.59,5.91,Valeur mesurée,40494388800036
1993-02-15,135.56,5.94,Valeur mesurée,40494388800036
1993-02-22,135.53,5.97,Valeur mesurée,40494388800036
1993-03-01,135.5,6.0,Valeur mesurée,40494388800036
1993-03-08,135.48,6.02,Valeur mesurée,40494388800036
1993-03-15,135.5,6.0,Valeur mesurée,40494388800036
1993-03-22,135.5,6.0,Valeur mesurée,40494388800036
1993-03-29,135.49,6.01,Valeur mesurée,40494388800036
1993-04-05,135.46,6.04,Valeur mesurée,40494388800036
1993-04-12,135.5,6.0,Valeur mesurée,40494388800036
1993-04-19,135.5,6.0,Valeur mesurée,40494388800036
1993-04-26,135.49,6.01,Valeur mesurée,40494388800036
1993-05-03,135.48,6.02,Valeur mesurée,40494388800036
1993-05-10,135.47,6.03,Valeur mesurée,40494388800036
1993-05-17,135.48,6.02,Valeur mesurée,40494388800036
1993-05-24,135.5,6.0,Valeur mesurée,40494388800036
1993-06-01,135.44,6.06,Valeur mesurée,40494388800036
1993-06-07,135.45,6.05,Valeur mesurée,40494388800036
1993-06-14,135.45,6.05,Valeur mesurée,40494388800036
1993-06-21,135.45,6.05,Valeur mesurée,40494388800036
1993-06-28,135.45,6.05,Valeur mesurée,40494388800036
1993-07-05,135.43,6.07,Valeur mesurée,40494388800036
1993-07-12,135.42,6.08,Valeur mesurée,40494388800036
1993-07-19,135.46,6.04,Valeur mesurée,40494388800036
1993-07-26,135.49,6.01,Valeur mesurée,40494388800036
1993-08-02,135.48,6.02,Valeur mesurée,40494388800036
1993-08-09,135.46,6.04,Valeur mesurée,40494388800036
1993-08-16,135.45,6.05,Valeur mesurée,40494388800036
1993-08-23,135.43,6.07,Valeur mesurée,40494388800036
1993-08-30,135.41,6.09,Valeur mesurée,40494388800036
1993-09-06,135.43,6.07,Valeur mesurée,40494388800036
1993-09-13,135.49,6.01,Valeur mesurée,40494388800036
1993-09-20,135.5,6.0,Valeur mesurée,40494388800036
1993-09-27,135.5,6.0,Valeur mesurée,40494388800036
1993-10-04,135.52,5.98,Valeur mesurée,40494388800036
1993-10-11,135.53,5.97,Valeur mesurée,40494388800036
1993-10-18,135.59,5.91,Valeur mesurée,40494388800036
1993-10-25,135.62,5.88,Valeur mesurée,40494388800036
1993-11-01,135.63,5.87,Valeur mesurée,40494388800036
1993-11-08,135.6,5.9,Valeur mesurée,40494388800036
1993-11-15,135.6,5.9,Valeur mesurée,40494388800036
1993-11-22,135.61,5.89,Valeur mesurée,40494388800036
1993-11-29,135.56,5.94,Valeur mesurée,40494388800036
1993-12-06,135.56,5.94,Valeur mesurée,40494388800036
1993-12-13,135.68,5.82,Valeur mesurée,40494388800036
1993-12-20,135.79,5.71,Valeur mesurée,40494388800036
1993-12-27,135.88,5.62,Valeur mesurée,40494388800036
1994-01-03,135.92,5.58,Valeur mesurée,40494388800036
1994-01-10,135.88,5.62,Valeur mesurée,40494388800036
1994-01-17,135.8,5.7,Valeur mesurée,40494388800036
1994-01-24,135.71,5.79,Valeur mesurée,40494388800036
1994-01-31,135.83,5.67,Valeur mesurée,40494388800036
1994-02-07,135.86,5.64,Valeur mesurée,40494388800036
1994-02-14,135.82,5.68,Valeur mesurée,40494388800036
1994-02-21,135.77,5.73,Valeur mesurée,40494388800036
1994-02-28,135.81,5.69,Valeur mesurée,40494388800036
1994-03-07,135.75,5.75,Valeur mesurée,40494388800036
1994-03-14,135.73,5.77,Valeur mesurée,40494388800036
1994-03-21,135.74,5.76,Valeur mesurée,40494388800036
1994-03-28,135.72,5.78,Valeur mesurée,40494388800036
1994-04-04,135.73,5.77,Valeur mesurée,40494388800036
1994-04-11,135.72,5.78,Valeur mesurée,40494388800036
1994-04-18,135.75,5.75,Valeur mesurée,40494388800036
1994-04-25,135.71,5.79,Valeur mesurée,40494388800036
1994-05-02,135.71,5.79,Valeur mesurée,40494388800036
1994-05-09,135.7,5.8,Valeur mesurée,40494388800036
1994-05-16,135.7,5.8,Valeur mesurée,40494388800036
1994-05-23,135.74,5.76,Valeur mesurée,40494388800036
1994-05-30,135.8,5.7,Valeur mesurée,40494388800036
1994-06-06,135.78,5.72,Valeur mesurée,40494388800036
1994-06-13,135.76,5.74,Valeur mesurée,40494388800036
1994-06-20,135.75,5.75,Valeur mesurée,40494388800036
1994-06-27,135.67,5.83,Valeur mesurée,40494388800036
1994-07-04,135.65,5.85,Valeur mesurée,40494388800036
1994-07-11,135.6,5.9,Valeur mesurée,40494388800036
1994-07-18,135.6,5.9,Valeur mesurée,40494388800036
1994-07-25,135.6,5.9,Valeur mesurée,40494388800036
1994-08-01,135.59,5.91,Valeur mesurée,40494388800036
1994-08-08,135.56,5.94,Valeur mesurée,40494388800036
1994-08-15,135.57,5.93,Valeur mesurée,40494388800036
1994-08-22,135.58,5.92,Valeur mesurée,40494388800036
1994-08-29,135.56,5.94,Valeur mesurée,40494388800036
1994-09-05,135.55,5.95,Valeur mesurée,40494388800036
1994-09-12,135.61,5.89,Valeur mesurée,40494388800036
1994-09-19,135.64,5.86,Valeur mesurée,40494388800036
1994-09-26,135.62,5.88,Valeur mesurée,40494388800036
1994-10-03,135.6,5.9,Valeur mesurée,40494388800036
1994-10-10,135.59,5.91,Valeur mesurée,40494388800036
1994-10-17,135.58,5.92,Valeur mesurée,40494388800036
1994-10-24,135.59,5.91,Valeur mesurée,40494388800036
1994-10-31,135.6,5.9,Valeur mesurée,40494388800036
1994-11-07,135.61,5.89,Valeur mesurée,40494388800036
1994-11-14,135.6,5.9,Valeur mesurée,40494388800036
1994-11-21,135.59,5.91,Valeur mesurée,40494388800036
1994-11-28,135.58,5.92,Valeur mesurée,40494388800036
1994-12-05,135.56,5.94,Valeur mesurée,40494388800036
1994-12-12,135.53,5.97,Valeur mesurée,40494388800036
1994-12-19,135.54,5.96,Valeur mesurée,40494388800036
1994-12-26,135.55,5.95,Valeur mesurée,40494388800036
1995-01-02,135.58,5.92,Valeur mesurée,40494388800036
1995-01-09,135.59,5.91,Valeur mesurée,40494388800036
1995-01-16,135.6,5.9,Valeur mesurée,40494388800036
1995-01-23,135.55,5.95,Valeur mesurée,40494388800036
1995-01-30,135.74,5.76,Valeur mesurée,40494388800036
1995-02-06,135.73,5.77,Valeur mesurée,40494388800036
1995-02-13,135.68,5.82,Valeur mesurée,40494388800036
1995-02-20,135.72,5.78,Valeur mesurée,40494388800036
1995-02-27,135.71,5.79,Valeur mesurée,40494388800036
1995-03-06,135.7,5.8,Valeur mesurée,40494388800036
1995-03-13,135.63,5.87,Valeur mesurée,40494388800036
1995-03-20,135.64,5.86,Valeur mesurée,40494388800036
1995-03-27,135.75,5.75,Valeur mesurée,40494388800036
1995-04-03,135.73,5.77,Valeur mesurée,40494388800036
1995-04-10,135.7,5.8,Valeur mesurée,40494388800036
1995-04-17,135.71,5.79,Valeur mesurée,40494388800036
1995-04-24,135.68,5.82,Valeur mesurée,40494388800036
1995-05-01,135.7,5.8,Valeur mesurée,40494388800036
1995-05-08,135.69,5.81,Valeur mesurée,40494388800036
1995-05-15,135.7,5.8,Valeur mesurée,40494388800036
1995-05-22,135.74,5.76,Valeur mesurée,40494388800036
1995-05-29,135.74,5.76,Valeur mesurée,40494388800036
1995-06-05,135.8,5.7,Valeur mesurée,40494388800036
1995-06-12,135.76,5.74,Valeur mesurée,40494388800036
1995-06-19,135.75,5.75,Valeur mesurée,40494388800036
1995-06-26,135.73,5.77,Valeur mesurée,40494388800036
1995-07-03,135.68,5.82,Valeur mesurée,40494388800036
1995-07-10,135.66,5.84,Valeur mesurée,40494388800036
1995-07-17,135.62,5.88,Valeur mesurée,40494388800036
1995-07-24,135.63,5.87,Valeur mesurée,40494388800036
1995-07-31,135.64,5.86,Valeur mesurée,40494388800036
1995-08-07,135.62,5.88,Valeur mesurée,40494388800036
1995-08-14,135.62,5.88,Valeur mesurée,40494388800036
1995-08-21,135.6,5.9,Valeur mesurée,40494388800036
1995-08-28,135.62,5.88,Valeur mesurée,40494388800036
1995-09-04,135.63,5.87,Valeur mesurée,40494388800036
1995-09-11,135.65,5.85,Valeur mesurée,40494388800036
1995-09-18,135.64,5.86,Valeur mesurée,40494388800036
1995-09-25,135.67,5.83,Valeur mesurée,40494388800036
1995-10-02,135.6,5.9,Valeur mesurée,40494388800036
1995-10-09,135.62,5.88,Valeur mesurée,40494388800036
1995-10-16,135.6,5.9,Valeur mesurée,40494388800036
1995-10-23,135.58,5.92,Valeur mesurée,40494388800036
1995-10-30,135.62,5.88,Valeur mesurée,40494388800036
1995-11-06,135.62,5.88,Valeur mesurée,40494388800036
1995-11-13,135.58,5.92,Valeur mesurée,40494388800036
1995-11-20,135.6,5.9,Valeur mesurée,40494388800036
1995-11-27,135.6,5.9,Valeur mesurée,40494388800036
1995-12-04,135.6,5.9,Valeur mesurée,40494388800036
1995-12-11,135.58,5.92,Valeur mesurée,40494388800036
1995-12-18,135.55,5.95,Valeur mesurée,40494388800036
1995-12-25,135.71,5.79,Valeur mesurée,40494388800036
1996-01-01,135.7,5.8,Valeur mesurée,40494388800036
1996-01-08,135.68,5.82,Valeur mesurée,40494388800036
1996-01-15,135.65,5.85,Valeur mesurée,40494388800036
1996-01-22,135.62,5.88,Valeur mesurée,40494388800036
1996-01-29,135.62,5.88,Valeur mesurée,40494388800036
1996-02-05,135.61,5.89,Valeur mesurée,40494388800036
1996-02-12,135.6,5.9,Valeur mesurée,40494388800036
1996-02-19,135.64,5.86,Valeur mesurée,40494388800036
1996-02-26,135.61,5.89,Valeur mesurée,40494388800036
1996-03-04,135.53,5.97,Valeur mesurée,40494388800036
1996-03-11,135.52,5.98,Valeur mesurée,40494388800036
1996-03-18,135.55,5.95,Valeur mesurée,40494388800036
1996-03-25,135.62,5.88,Valeur mesurée,40494388800036
1996-04-01,135.61,5.89,Valeur mesurée,40494388800036
1996-04-08,135.6,5.9,Valeur mesurée,40494388800036
1996-04-15,135.62,5.88,Valeur mesurée,40494388800036
1996-04-22,135.61,5.89,Valeur mesurée,40494388800036
1996-04-29,135.6,5.9,Valeur mesurée,40494388800036
1996-05-06,135.63,5.87,Valeur mesurée,40494388800036
1996-05-13,135.63,5.87,Valeur mesurée,40494388800036
1996-05-20,135.72,5.78,Valeur mesurée,40494388800036
1996-05-27,135.74,5.76,Valeur mesurée,40494388800036
1996-06-03,135.75,5.75,Valeur mesurée,40494388800036
1996-06-10,135.75,5.75,Valeur mesurée,40494388800036
1996-06-17,135.7,5.8,Valeur mesurée,40494388800036
1996-06-24,135.69,5.81,Valeur mesurée,40494388800036
1996-07-01,135.64,5.86,Valeur mesurée,40494388800036
1996-07-08,135.69,5.81,Valeur mesurée,40494388800036
1996-07-15,135.69,5.81,Valeur mesurée,40494388800036
1996-07-22,135.66,5.84,Valeur mesurée,40494388800036
1996-07-29,135.62,5.88,Valeur mesurée,40494388800036
1996-08-05,135.57,5.93,Valeur mesurée,40494388800036
1996-08-12,135.58,5.92,Valeur mesurée,40494388800036
1996-08-19,135.6,5.9,Valeur mesurée,40494388800036
1996-08-26,135.6,5.9,Valeur mesurée,40494388800036
1996-09-02,135.56,5.94,Valeur mesurée,40494388800036
1996-09-09,135.54,5.96,Valeur mesurée,40494388800036
1996-09-16,135.53,5.97,Valeur mesurée,40494388800036
1996-09-23,135.53,5.97,Valeur mesurée,40494388800036
1996-09-30,135.52,5.98,Valeur mesurée,40494388800036
1996-10-07,135.55,5.95,Valeur mesurée,40494388800036
1996-10-14,135.56,5.94,Valeur mesurée,40494388800036
1996-10-21,135.58,5.92,Valeur mesurée,40494388800036
1996-10-28,135.56,5.94,Valeur mesurée,40494388800036
1996-11-03,135.55,5.95,Valeur mesurée,40494388800036
1996-11-10,135.56,5.94,Valeur mesurée,40494388800036
1996-11-17,135.7,5.8,Valeur mesurée,40494388800036
1996-11-25,135.67,5.83,Valeur mesurée,40494388800036
1996-12-02,135.74,5.76,Valeur mesurée,40494388800036
1996-12-09,135.7,5.8,Valeur mesurée,40494388800036
1996-12-15,135.65,5.85,Valeur mesurée,40494388800036
1996-12-23,135.69,5.81,Valeur mesurée,40494388800036
1996-12-30,135.71,5.79,Valeur mesurée,40494388800036
1997-01-06,135.65,5.85,Valeur mesurée,40494388800036
1997-01-13,135.61,5.89,Valeur mesurée,40494388800036
1997-01-20,135.61,5.89,Valeur mesurée,40494388800036
1997-01-26,135.65,5.85,Valeur mesurée,40494388800036
1997-02-02,135.63,5.87,Valeur mesurée,40494388800036
1997-02-09,135.62,5.88,Valeur mesurée,40494388800036
1997-02-17,135.67,5.83,Valeur mesurée,40494388800036
1997-02-24,135.68,5.82,Valeur mesurée,40494388800036
1997-03-03,135.8,5.7,Valeur mesurée,40494388800036
1997-03-10,135.72,5.78,Valeur mesurée,40494388800036
1997-03-17,135.68,5.82,Valeur mesurée,40494388800036
1997-03-24,135.67,5.83,Valeur mesurée,40494388800036
1997-03-31,135.69,5.81,Valeur mesurée,40494388800036
1997-04-06,135.7,5.8,Valeur mesurée,40494388800036
1997-04-14,135.67,5.83,Valeur mesurée,40494388800036
1997-04-20,135.67,5.83,Valeur mesurée,40494388800036
1997-04-27,135.69,5.81,Valeur mesurée,40494388800036
1997-05-05,135.58,5.92,Valeur mesurée,40494388800036
1997-05-12,135.73,5.77,Valeur mesurée,40494388800036
1997-05-19,135.71,5.79,Valeur mesurée,40494388800036
1997-05-26,135.7,5.8,Valeur mesurée,40494388800036
1997-06-02,135.65,5.85,Valeur mesurée,40494388800036
1997-06-09,135.68,5.82,Valeur mesurée,40494388800036
1997-06-16,135.68,5.82,Valeur mesurée,40494388800036
1997-06-23,135.74,5.76,Valeur mesurée,40494388800036
1997-06-30,135.79,5.71,Valeur mesurée,40494388800036
1997-07-07,135.72,5.78,Valeur mesurée,40494388800036
1997-07-14,135.78,5.72,Valeur mesurée,40494388800036
1997-07-21,135.75,5.75,Valeur mesurée,40494388800036
1997-07-28,135.77,5.73,Valeur mesurée,40494388800036
1997-08-04,135.73,5.77,Valeur mesurée,40494388800036
1997-08-11,135.71,5.79,Valeur mesurée,40494388800036
1997-08-18,135.68,5.82,Valeur mesurée,40494388800036
1997-08-25,135.61,5.89,Valeur mesurée,40494388800036
1997-09-01,135.65,5.85,Valeur mesurée,40494388800036
1997-09-08,135.65,5.85,Valeur mesurée,40494388800036
1997-09-15,135.7,5.8,Valeur mesurée,40494388800036
1997-09-22,135.68,5.82,Valeur mesurée,40494388800036
1997-09-29,135.65,5.85,Valeur mesurée,40494388800036
1997-10-06,135.67,5.83,Valeur mesurée,40494388800036
1997-10-13,135.65,5.85,Valeur mesurée,40494388800036
1997-10-20,135.64,5.86,Valeur mesurée,40494388800036
1997-10-27,135.63,5.87,Valeur mesurée,40494388800036
1997-11-03,135.6,5.9,Valeur mesurée,40494388800036
1997-11-10,135.67,5.83,Valeur mesurée,40494388800036
1997-11-17,135.68,5.82,Valeur mesurée,40494388800036
1997-11-24,135.68,5.82,Valeur mesurée,40494388800036
1997-12-01,135.69,5.81,Valeur mesurée,40494388800036
1997-12-08,135.69,5.81,Valeur mesurée,40494388800036
1997-12-15,135.67,5.83,Valeur mesurée,40494388800036
1997-12-22,135.85,5.65,Valeur mesurée,40494388800036
1997-12-29,135.84,5.66,Valeur mesurée,40494388800036
1998-01-05,135.8,5.7,Valeur mesurée,40494388800036
1998-01-12,135.78,5.72,Valeur mesurée,40494388800036
1998-01-19,135.75,5.75,Valeur mesurée,40494388800036
1998-01-26,135.72,5.78,Valeur mesurée,40494388800036
1998-02-02,135.7,5.8,Valeur mesurée,40494388800036
1998-02-09,135.69,5.81,Valeur mesurée,40494388800036
1998-02-16,135.66,5.84,Valeur mesurée,40494388800036
1998-02-23,135.72,5.78,Valeur mesurée,40494388800036
1998-03-02,135.7,5.8,Valeur mesurée,40494388800036
1998-03-09,135.71,5.79,Valeur mesurée,40494388800036
1998-03-16,135.68,5.82,Valeur mesurée,40494388800036
1998-03-23,135.66,5.84,Valeur mesurée,40494388800036
1998-03-30,135.64,5.86,Valeur mesurée,40494388800036
1998-04-06,135.68,5.82,Valeur mesurée,40494388800036
1998-04-13,135.76,5.74,Valeur mesurée,40494388800036
1998-04-20,135.73,5.77,Valeur mesurée,40494388800036
1998-04-27,135.73,5.77,Valeur mesurée,40494388800036
1998-05-04,135.77,5.73,Valeur mesurée,40494388800036
1998-05-11,135.7,5.8,Valeur mesurée,40494388800036
1998-05-18,135.65,5.85,Valeur mesurée,40494388800036
1998-05-25,135.65,5.85,Valeur mesurée,40494388800036
1998-06-01,135.66,5.84,Valeur mesurée,40494388800036
1998-06-08,135.69,5.81,Valeur mesurée,40494388800036
1998-06-15,135.7,5.8,Valeur mesurée,40494388800036
1998-06-22,135.68,5.82,Valeur mesurée,40494388800036
1998-06-29,135.62,5.88,Valeur mesurée,40494388800036
1998-07-06,135.64,5.86,Valeur mesurée,40494388800036
1998-07-13,135.62,5.88,Valeur mesurée,40494388800036
1998-07-20,135.6,5.9,Valeur mesurée,40494388800036
1998-07-27,135.58,5.92,Valeur mesurée,40494388800036
