code_bss,urn_bss,date_mesure,timestamp_mesure,niveau_nappe_eau,mode_obtention,statut,qualification,code_continuite,nom_continuite,code_producteur,nom_producteur,code_nature_mesure,nom_nature_mesure,profondeur_nappe
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1970-12-01,28857600000,140.18,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.55
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1970-12-08,29462400000,140.16,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.57
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1970-12-15,30067200000,140.12,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.61
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1970-12-22,30672000000,140.0,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.73
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1970-12-29,31276800000,139.98,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.75
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-01-05,31881600000,139.95,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.78
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-01-12,32486400000,139.91,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.82
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-01-19,33091200000,139.86,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.87
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-01-26,33696000000,139.91,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.82
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-02-02,34300800000,139.9,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.83
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-02-09,34905600000,139.88,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.85
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-02-16,35510400000,139.85,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.88
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-02-23,36115200000,139.8,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.93
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-03-02,36720000000,139.77,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.96
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-03-09,37324800000,139.73,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.0
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-03-16,37929600000,139.68,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.05
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-03-23,38534400000,139.57,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.16
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-03-30,39139200000,139.61,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.12
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-04-06,39744000000,139.65,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.08
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-04-13,40348800000,139.72,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.01
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-04-20,40953600000,139.75,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.98
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-04-27,41558400000,139.79,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.94
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-05-04,42163200000,139.8,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.93
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-05-11,42768000000,139.81,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.92
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-05-18,43372800000,139.82,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.91
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-05-25,43977600000,139.86,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.87
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-06-01,44582400000,139.9,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.83
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-06-08,45187200000,139.95,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.78
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-06-15,45792000000,140.2,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.53
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-06-22,46396800000,140.26,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.47
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-06-29,47001600000,140.22,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.51
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-07-06,47606400000,140.21,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.52
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-07-13,48211200000,140.15,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.58
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-07-20,48816000000,140.11,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.62
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-07-27,49420800000,140.08,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.65
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-08-03,50025600000,140.09,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.64
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-08-10,50630400000,140.06,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.67
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-08-17,51235200000,140.13,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.6
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-08-24,51840000000,140.15,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.58
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-08-31,52444800000,140.18,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.55
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-09-07,53049600000,140.11,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.62
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-09-14,53654400000,140.16,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.57
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-09-21,54259200000,140.02,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.71
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-09-28,54864000000,140.09,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.64
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-10-05,55468800000,139.98,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.75
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-10-12,56073600000,139.93,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.8
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-10-19,56678400000,139.95,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.78
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-10-26,57283200000,139.9,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.83
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-11-02,57888000000,139.87,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.86
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-11-09,58492800000,139.83,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.9
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-11-16,59097600000,139.79,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.94
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-11-23,59702400000,139.83,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.9
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-11-30,60307200000,139.81,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.92
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-12-07,60912000000,139.74,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.99
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-12-14,61516800000,139.7,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.03
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-12-21,62121600000,139.66,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.07
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1971-12-28,62726400000,139.62,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.11
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-01-04,63331200000,139.57,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.16
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-01-11,63936000000,139.5,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.23
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-01-18,64540800000,139.5,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.23
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-01-25,65145600000,139.47,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.26
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-02-01,65750400000,139.45,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.28
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-02-08,66355200000,139.42,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.31
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-02-15,66960000000,139.48,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.25
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-02-22,67564800000,139.48,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.25
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-02-29,68169600000,139.49,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.24
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-03-07,68774400000,139.43,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.3
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-03-14,69379200000,139.38,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.35
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-03-21,69984000000,139.39,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.34
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-03-28,70588800000,139.49,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.24
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-04-04,71193600000,139.76,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.97
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-04-11,71798400000,139.81,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.92
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-04-18,72403200000,139.86,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.87
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-04-25,73008000000,139.88,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.85
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-05-02,73612800000,139.8,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.93
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-05-16,74822400000,140.0,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,1,Point initial,40494388800036,APRONA (40494388800036),,,3.73
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-05-23,75427200000,139.95,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.78
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-05-30,76032000000,139.86,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.87
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-06-06,76636800000,139.99,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.74
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-06-13,77241600000,140.13,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.6
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-06-27,78451200000,140.19,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,1,Point initial,40494388800036,APRONA (40494388800036),,,3.54
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-07-04,79056000000,140.24,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.49
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-07-11,79660800000,140.18,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.55
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-07-18,80265600000,140.16,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.57
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-07-25,80870400000,140.2,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.53
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-09-05,84499200000,140.01,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,1,Point initial,40494388800036,APRONA (40494388800036),,,3.72
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-09-12,85104000000,140.0,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.73
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-09-19,85708800000,139.96,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.77
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-09-26,86313600000,139.92,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.81
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-10-03,86918400000,139.9,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.83
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-10-10,87523200000,139.84,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.89
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-10-17,88128000000,139.78,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.95
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-10-24,88732800000,139.76,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.97
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-10-31,89337600000,139.8,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.93
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-11-07,89942400000,139.81,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.92
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-11-14,90547200000,139.76,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.97
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-11-21,91152000000,140.36,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.37
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-11-28,91756800000,140.44,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.29
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-12-04,92275200000,140.17,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.56
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-12-12,92966400000,139.99,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.74
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1972-12-19,93571200000,139.83,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,3.9
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-01-02,94780800000,139.53,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,1,Point initial,40494388800036,APRONA (40494388800036),,,4.2
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-01-09,95385600000,139.4,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.33
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-01-16,95990400000,139.29,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.44
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-01-23,96595200000,139.22,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.51
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-01-30,97200000000,139.18,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.55
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-02-06,97804800000,139.15,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.58
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-02-13,98409600000,139.15,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.58
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-02-20,99014400000,139.15,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.58
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-02-27,99619200000,139.17,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.56
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-03-07,100310400000,139.14,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.59
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-03-13,100828800000,139.23,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.5
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-03-20,101433600000,139.16,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.57
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-03-27,102038400000,139.27,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.46
02723X0098/245A1,http://services.ades.eaufrance.fr/pointeau/02723X0098/245A1,1973-04-03,102643200000,139.38,Valeur mesurée,Donnée contrôlée niveau 1,Correcte,2,Point lié au point précédent,40494388800036,APRONA (40494388800036),,,4.35
